script_url_stemmed,script_url_domain,filter,regex
yummy.consumable.com/3298/cnsmbl-audio-728x90-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
ad.bitmedia.io/js/adbybm.js/5bff2ab9f94159077ffe72b6,bitmedia.io,||bitmedia.io/*/5bff2ab9f94159077ffe72b6^,bitmedia.io/.+/5bff2ab9f94159077ffe72b6
a.adnium.com/warp/1900833,adnium.com,||adnium.com/*/1900833^,adnium.com/.+/1900833
ad.bitmedia.io/js/adbybm.js/5c2cd53e1cea37ffb9c2cffa,bitmedia.io,||bitmedia.io/*/5c2cd53e1cea37ffb9c2cffa^,bitmedia.io/.+/5c2cd53e1cea37ffb9c2cffa
6.xcvgdf.party/lhzbsrfkjf/js/1451/1452/1453,xcvgdf.party,||xcvgdf.party/*/1453^,xcvgdf.party/.+/1453
widget.rollick.io/01300,rollick.io,||rollick.io/*/01300^,rollick.io/.+/01300
yummy.consumable.com/3037/cnsmbl-audio-300x600/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
6.xcvgdf.party/lhzbsrfkjf/js/1104,xcvgdf.party,||xcvgdf.party/*/1104^,xcvgdf.party/.+/1104
mathid.mathtag.com/device/id.js,mathtag.com,||mathtag.com/*/id.js^,mathtag.com/.+/id.js
ismatlab.com/cp/handler.html,ismatlab.com,||ismatlab.com/*/handler.html^,ismatlab.com/.+/handler.html
client.perimeterx.net/PXJ770cP7Y/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
6.xcvgdf.party/lhzbsrfkjf/js/521/522,xcvgdf.party,||xcvgdf.party/*/522^,xcvgdf.party/.+/522
6.xcvgdf.party/lhzbsrfkjf/js/656,xcvgdf.party,||xcvgdf.party/*/656^,xcvgdf.party/.+/656
169-ct.c3tag.com/c3metrics-169.js,c3tag.com,||c3tag.com/*/c3metrics-169.js^,c3tag.com/.+/c3metrics-169.js
ad.bitmedia.io/js/adbybm.js/5a79ee3bb9551900208b03f7,bitmedia.io,||bitmedia.io/*/5a79ee3bb9551900208b03f7^,bitmedia.io/.+/5a79ee3bb9551900208b03f7
io.clickguard.com/s/cHJvdGVjdG9y/AbyVETCX,clickguard.com,||clickguard.com/*/AbyVETCX^,clickguard.com/.+/AbyVETCX
prod-js.aws.y-track.com/YT-000041-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
prod-js.aws.y-track.com/YT-000042-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
ad.bitmedia.io/js/adbybm.js/5baa64514e23220010e4e011,bitmedia.io,||bitmedia.io/*/5baa64514e23220010e4e011^,bitmedia.io/.+/5baa64514e23220010e4e011
270-ct.c3tag.com/c3metrics-270.js,c3tag.com,||c3tag.com/*/c3metrics-270.js^,c3tag.com/.+/c3metrics-270.js
ad.bitmedia.io/js/adbybm.js/5952208a6d4b2a002038c3c5,bitmedia.io,||bitmedia.io/*/5952208a6d4b2a002038c3c5^,bitmedia.io/.+/5952208a6d4b2a002038c3c5
ad.bitmedia.io/js/adbybm.js/5a170e756c4218001c70f74a,bitmedia.io,||bitmedia.io/*/5a170e756c4218001c70f74a^,bitmedia.io/.+/5a170e756c4218001c70f74a
client.perimeterx.net/PX4rn57kj2/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
static.opolen.com.br/polen-tray-pollinator.min.js,opolen.com.br,||opolen.com.br/*/polen-tray-pollinator.min.js^,opolen.com.br/.+/polen-tray-pollinator.min.js
yummy.consumable.com/3561/cnsmbl-audio-300x600/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
click.appcast.io/pixels/madgex-3559.js,appcast.io,||appcast.io/*/madgex-3559.js^,appcast.io/.+/madgex-3559.js
ad.bitmedia.io/js/adbybm.js/5b0a85c22b2ba20010bf2fd8,bitmedia.io,||bitmedia.io/*/5b0a85c22b2ba20010bf2fd8^,bitmedia.io/.+/5b0a85c22b2ba20010bf2fd8
cdn.avmws.com/1015661/,avmws.com,||avmws.com/*/^,avmws.com/.+/
cdn.avmws.com/1014041/,avmws.com,||avmws.com/*/^,avmws.com/.+/
cdn.avmws.com/1012801/,avmws.com,||avmws.com/*/^,avmws.com/.+/
ad.bitmedia.io/js/adbybm.js/5bb11e04ed87360016df431c,bitmedia.io,||bitmedia.io/*/5bb11e04ed87360016df431c^,bitmedia.io/.+/5bb11e04ed87360016df431c
cdn.selectablemedia.com/tg/p/DkGbnbKY/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
6.xcvgdf.party/lhzbsrfkjf/js/1998/1995,xcvgdf.party,||xcvgdf.party/*/1995^,xcvgdf.party/.+/1995
prod-js.aws.y-track.com/YT-000056-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
cdn.avmws.com/1013614/,avmws.com,||avmws.com/*/^,avmws.com/.+/
shoporielder.pro/cpDQ9r6Jbh2M5Ll/SnW/Qx9wMFzpUf1/NgzNct2/M-S/0pzxNNTvUc3/OsTmA_1/,shoporielder.pro,||shoporielder.pro/*/^,shoporielder.pro/.+/
ad.bitmedia.io/js/adbybm.js/5aacf1b248c7d6000f36ded7,bitmedia.io,||bitmedia.io/*/5aacf1b248c7d6000f36ded7^,bitmedia.io/.+/5aacf1b248c7d6000f36ded7
352-ct.c3tag.com/c3metrics-352.js,c3tag.com,||c3tag.com/*/c3metrics-352.js^,c3tag.com/.+/c3metrics-352.js
cdn.selectablemedia.com/tg/p/oZUalSrh/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
yummy.consumable.com/3657/cnsmbl-audio-300x250-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
yummy.consumable.com/2253/cnsmbl-audio-300x250-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
cdn.avmws.com/1013929/,avmws.com,||avmws.com/*/^,avmws.com/.+/
mystighty.info/cGDq9-6Zb.2x5TleSnWWQ/9_MkzLkW3QMxTLcf4kMYiP0uzfOQTcchxCORD/Mh2P,mystighty.info,||mystighty.info/*/Mh2P^,mystighty.info/.+/Mh2P
io.clickguard.com/s/cHJvdGVjdG9y/hAkPpReQ,clickguard.com,||clickguard.com/*/hAkPpReQ^,clickguard.com/.+/hAkPpReQ
dcls.automation.webmecanik.com/mtc.js,webmecanik.com,||webmecanik.com/*/mtc.js^,webmecanik.com/.+/mtc.js
client.perimeterx.net/PXSs13U803/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
api-epc.nd.nudatasecurity.com/2.2/w/w-270679/sync/js/,nudatasecurity.com,||nudatasecurity.com/*/^,nudatasecurity.com/.+/
cdn.avmws.com/1011469,avmws.com,||avmws.com/*/1011469^,avmws.com/.+/1011469
6.xcvgdf.party/lhzbsrfkjf/js/1843,xcvgdf.party,||xcvgdf.party/*/1843^,xcvgdf.party/.+/1843
6.xcvgdf.party/lhzbsrfkjf/js/423/425,xcvgdf.party,||xcvgdf.party/*/425^,xcvgdf.party/.+/425
client.perimeterx.net/PXhD2cxrGh/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
client.perimeterx.net/PX89p1CyQL/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
client.perimeterx.net/PXAJDckzHD/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
6.xcvgdf.party/lhzbsrfkjf/js/491,xcvgdf.party,||xcvgdf.party/*/491^,xcvgdf.party/.+/491
client.perimeterx.net/PXGY5w79aU/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
6.xcvgdf.party/lhzbsrfkjf/js/1223,xcvgdf.party,||xcvgdf.party/*/1223^,xcvgdf.party/.+/1223
6.xcvgdf.party/lhzbsrfkjf/js/466/468,xcvgdf.party,||xcvgdf.party/*/468^,xcvgdf.party/.+/468
6.xcvgdf.party/lhzbsrfkjf/js/1511/1512/1513,xcvgdf.party,||xcvgdf.party/*/1513^,xcvgdf.party/.+/1513
cdn.avmws.com/1012889/,avmws.com,||avmws.com/*/^,avmws.com/.+/
6.xcvgdf.party/lhzbsrfkjf/js/1886/1886/1886,xcvgdf.party,||xcvgdf.party/*/1886^,xcvgdf.party/.+/1886
yummy.consumable.com/4211/cnsmbl-audio-300x250-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
psonstrentie.info/caD/9C6Ib/2b5/lASDWfQD9kMCjigWw/MJjpU/zNM/iE0kyvOoDyA/y/NzjNIjy_,psonstrentie.info,||psonstrentie.info/*/NzjNIjy_^,psonstrentie.info/.+/NzjNIjy_
cdn.avmws.com/1010917/,avmws.com,||avmws.com/*/^,avmws.com/.+/
yummy.consumable.com/5153/cnsmbl-audio-300x250-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
yummy.consumable.com/3623/cnsmbl-audio-300x250-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
cdn.selectablemedia.com/tg/p/WwSRxjYJ/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
pinpoll.com/assets/js/embed/embed-5373049b4045ec0699ab0c2ed3151223.js,pinpoll.com,||pinpoll.com/*/embed-5373049b4045ec0699ab0c2ed3151223.js^,pinpoll.com/.+/embed-5373049b4045ec0699ab0c2ed3151223.js
a.adnium.com/imvideo/1919541,adnium.com,||adnium.com/*/1919541^,adnium.com/.+/1919541
218-ct.c3tag.com/c3metrics-218.js,c3tag.com,||c3tag.com/*/c3metrics-218.js^,c3tag.com/.+/c3metrics-218.js
yummy.consumable.com/3563/cnsmbl-audio-300x600/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
ad.bitmedia.io/js/adbybm.js/5ae2e5f3d8189a00104cb432,bitmedia.io,||bitmedia.io/*/5ae2e5f3d8189a00104cb432^,bitmedia.io/.+/5ae2e5f3d8189a00104cb432
a.adnium.com/warp/1787736,adnium.com,||adnium.com/*/1787736^,adnium.com/.+/1787736
ad.techsolutions.com.tw/sdk/adtechsolutions.js,techsolutions.com.tw,||techsolutions.com.tw/*/adtechsolutions.js^,techsolutions.com.tw/.+/adtechsolutions.js
yummy.consumable.com/2251/cnsmbl-audio-300x250-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
cdn.avmws.com/1013686/,avmws.com,||avmws.com/*/^,avmws.com/.+/
prod-js.aws.y-track.com/YT-000048-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
widget.rollick.io/00304,rollick.io,||rollick.io/*/00304^,rollick.io/.+/00304
ad.bitmedia.io/js/adbybm.js/5b6489630c5ad50010dd2893,bitmedia.io,||bitmedia.io/*/5b6489630c5ad50010dd2893^,bitmedia.io/.+/5b6489630c5ad50010dd2893
6.xcvgdf.party/lhzbsrfkjf/js/1181,xcvgdf.party,||xcvgdf.party/*/1181^,xcvgdf.party/.+/1181
bgclck.me/lhzbsrfkjf/js/1163,bgclck.me,||bgclck.me/*/1163^,bgclck.me/.+/1163
cdn.selectablemedia.com/tg/p/tZHQmLNp/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
ad.bitmedia.io/js/adbybm.js/5bf417ac7b68775ebd055217,bitmedia.io,||bitmedia.io/*/5bf417ac7b68775ebd055217^,bitmedia.io/.+/5bf417ac7b68775ebd055217
ad.bitmedia.io/js/adbybm.js/5afaf0541b92e00010c8c177,bitmedia.io,||bitmedia.io/*/5afaf0541b92e00010c8c177^,bitmedia.io/.+/5afaf0541b92e00010c8c177
a.adnium.com/imvideo/1921702,adnium.com,||adnium.com/*/1921702^,adnium.com/.+/1921702
client.perimeterx.net/PXJbzBZ6LR/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
swissfirms.automation.webmecanik.com/mtc.js,webmecanik.com,||webmecanik.com/*/mtc.js^,webmecanik.com/.+/mtc.js
wrethicap.info/c/DV9/6Wbc2x5hl-SsWTQS9uM/zfM/yVOdT/k/ydN/iV0jz/MczaID5pOaT.Yc5j,wrethicap.info,||wrethicap.info/*/MczaID5pOaT.Yc5j^,wrethicap.info/.+/MczaID5pOaT.Yc5j
yummy.consumable.com/3302/cnsmbl-audio-728x90-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
psonstrentie.info/c/Dy9d6Xbg2X5/leScW-QD9xMSj-gnwPMKTugSz/McyT0kyxOvDvAHxKOhDyURxU,psonstrentie.info,||psonstrentie.info/*/McyT0kyxOvDvAHxKOhDyURxU^,psonstrentie.info/.+/McyT0kyxOvDvAHxKOhDyURxU
cdn.avmws.com/1013626/,avmws.com,||avmws.com/*/^,avmws.com/.+/
6.xcvgdf.party/lhzbsrfkjf/js/1330/1331,xcvgdf.party,||xcvgdf.party/*/1331^,xcvgdf.party/.+/1331
6.xcvgdf.party/lhzbsrfkjf/js/1396,xcvgdf.party,||xcvgdf.party/*/1396^,xcvgdf.party/.+/1396
6.xcvgdf.party/lhzbsrfkjf/js/481,xcvgdf.party,||xcvgdf.party/*/481^,xcvgdf.party/.+/481
api-us-west-2.nd.nudatasecurity.com/2.2/w/w-212768/sync/js/,nudatasecurity.com,||nudatasecurity.com/*/^,nudatasecurity.com/.+/
6.xcvgdf.party/lhzbsrfkjf/js/1997/1996,xcvgdf.party,||xcvgdf.party/*/1996^,xcvgdf.party/.+/1996
client.perimeterx.net/PX69t0oUvr/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
client.perimeterx.net/PXnrdalolX/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
6.xcvgdf.party/lhzbsrfkjf/js/1616,xcvgdf.party,||xcvgdf.party/*/1616^,xcvgdf.party/.+/1616
cdn.avmws.com/1014863/,avmws.com,||avmws.com/*/^,avmws.com/.+/
6.xcvgdf.party/lhzbsrfkjf/js/484/480/485,xcvgdf.party,||xcvgdf.party/*/485^,xcvgdf.party/.+/485
6.xcvgdf.party/lhzbsrfkjf/js/430/431,xcvgdf.party,||xcvgdf.party/*/431^,xcvgdf.party/.+/431
client.perimeterx.net/PXw587i9Y4/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
yummy.consumable.com/3785/cnsmbl-audio-footer/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
cdn.avmws.com/1017065/,avmws.com,||avmws.com/*/^,avmws.com/.+/
prod-js.aws.y-track.com/YT-000070-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
ad.bitmedia.io/js/adbybm.js/5ab823d714fee3001022db2d,bitmedia.io,||bitmedia.io/*/5ab823d714fee3001022db2d^,bitmedia.io/.+/5ab823d714fee3001022db2d
cdn.avmws.com/1013454/,avmws.com,||avmws.com/*/^,avmws.com/.+/
bgclck.me/lhzbsrfkjf/js/1857,bgclck.me,||bgclck.me/*/1857^,bgclck.me/.+/1857
prod-js.aws.y-track.com/YT-000032-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
click.appcast.io/pixels/generic1-5191.js,appcast.io,||appcast.io/*/generic1-5191.js^,appcast.io/.+/generic1-5191.js
yummy.consumable.com/3554/cnsmbl-audio-300x600/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
cdn.selectablemedia.com/tg/p/WrflNRqT/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
client.perimeterx.net/PX0lizzs6W/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
bgclck.me/lhzbsrfkjf/js/543,bgclck.me,||bgclck.me/*/543^,bgclck.me/.+/543
6.xcvgdf.party/lhzbsrfkjf/js/1423,xcvgdf.party,||xcvgdf.party/*/1423^,xcvgdf.party/.+/1423
yummy.consumable.com/3290/cnsmbl-audio-728x90-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
ad.bitmedia.io/js/adbybm.js/5c2fd8df1cea37ccaec32fe8,bitmedia.io,||bitmedia.io/*/5c2fd8df1cea37ccaec32fe8^,bitmedia.io/.+/5c2fd8df1cea37ccaec32fe8
6.xcvgdf.party/lhzbsrfkjf/js/1822/1821,xcvgdf.party,||xcvgdf.party/*/1821^,xcvgdf.party/.+/1821
cdn.selectablemedia.com/tg/p/erJgFIuB/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
cdn.avmws.com/1015389/,avmws.com,||avmws.com/*/^,avmws.com/.+/
app.viral-loops.com/popup_assets/js/vl_load_v2.min.js,viral-loops.com,||viral-loops.com/*/vl_load_v2.min.js^,viral-loops.com/.+/vl_load_v2.min.js
prod-js.aws.y-track.com/YT-000068-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
vfinancer.automation.webmecanik.com/mtc.js,webmecanik.com,||webmecanik.com/*/mtc.js^,webmecanik.com/.+/mtc.js
io.clickguard.com/s/cHJvdGVjdG9y/UVPLoUk9,clickguard.com,||clickguard.com/*/UVPLoUk9^,clickguard.com/.+/UVPLoUk9
api-synchrony.nd.nudatasecurity.com/2.2/w/w-697060/sync/js/,nudatasecurity.com,||nudatasecurity.com/*/^,nudatasecurity.com/.+/
api-ob.nd.nudatasecurity.com/2.2/w/w-766580/sync/js/,nudatasecurity.com,||nudatasecurity.com/*/^,nudatasecurity.com/.+/
bgclck.me/lhzbsrfkjf/js/1690,bgclck.me,||bgclck.me/*/1690^,bgclck.me/.+/1690
static.opolen.com.br/polen-nuvemshop-pollinator.min.js,opolen.com.br,||opolen.com.br/*/polen-nuvemshop-pollinator.min.js^,opolen.com.br/.+/polen-nuvemshop-pollinator.min.js
io.clickguard.com/s/cHJvdGVjdG9y/6R5kZlfv,clickguard.com,||clickguard.com/*/6R5kZlfv^,clickguard.com/.+/6R5kZlfv
prod-js.aws.y-track.com/YT-000066-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
prod-js.aws.y-track.com/YT-000080-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
a.adnium.com/warp/1901292,adnium.com,||adnium.com/*/1901292^,adnium.com/.+/1901292
prod-js.aws.y-track.com/YT-000053-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
click.appcast.io/pixels/generic1-2394.js,appcast.io,||appcast.io/*/generic1-2394.js^,appcast.io/.+/generic1-2394.js
cdn.selectablemedia.com/tg/p/ioRpChND/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
802-ct.c3tag.com/c3metrics-802.js,c3tag.com,||c3tag.com/*/c3metrics-802.js^,c3tag.com/.+/c3metrics-802.js
bcvs.automation.webmecanik.com/mtc.js,webmecanik.com,||webmecanik.com/*/mtc.js^,webmecanik.com/.+/mtc.js
io.clickguard.com/s/cHJvdGVjdG9y/dTzuyz1B,clickguard.com,||clickguard.com/*/dTzuyz1B^,clickguard.com/.+/dTzuyz1B
cdn.selectablemedia.com/tg/p/LNhxaZJk/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
yummy.consumable.com/3923/cnsmbl-audio-300x600/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
mr.automation.webmecanik.com/mtc.js,webmecanik.com,||webmecanik.com/*/mtc.js^,webmecanik.com/.+/mtc.js
cdn.avmws.com/1015301/,avmws.com,||avmws.com/*/^,avmws.com/.+/
widget.rollick.io/00303,rollick.io,||rollick.io/*/00303^,rollick.io/.+/00303
6.xcvgdf.party/lhzbsrfkjf/js/1107,xcvgdf.party,||xcvgdf.party/*/1107^,xcvgdf.party/.+/1107
prod-js.aws.y-track.com/YT-000062-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
yummy.consumable.com/3293/cnsmbl-audio-728x90-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
shoporielder.pro/cIDB9D6abp2E5VlhSCWQQ/9/Mhj/gLzqN/DJI/0/NHC/0zyjOlD/MZ0xNgDuARxe,shoporielder.pro,||shoporielder.pro/*/MZ0xNgDuARxe^,shoporielder.pro/.+/MZ0xNgDuARxe
ad.bitmedia.io/js/adbybm.js/56b8ae94cf044a152c0c0676,bitmedia.io,||bitmedia.io/*/56b8ae94cf044a152c0c0676^,bitmedia.io/.+/56b8ae94cf044a152c0c0676
io.clickguard.com/s/cHJvdGVjdG9y/Fo3Vwmfs,clickguard.com,||clickguard.com/*/Fo3Vwmfs^,clickguard.com/.+/Fo3Vwmfs
ad-specs.guoshipartners.com/static/js/onead-pixel.min.js,guoshipartners.com,||guoshipartners.com/*/onead-pixel.min.js^,guoshipartners.com/.+/onead-pixel.min.js
cdn.selectablemedia.com/tg/p/obnddfke/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
cdn.avmws.com/1013514/,avmws.com,||avmws.com/*/^,avmws.com/.+/
6.xcvgdf.party/lhzbsrfkjf/js/1577/1578,xcvgdf.party,||xcvgdf.party/*/1578^,xcvgdf.party/.+/1578
bgclck.me/lhzbsrfkjf/js/1777,bgclck.me,||bgclck.me/*/1777^,bgclck.me/.+/1777
6.xcvgdf.party/lhzbsrfkjf/js/1205,xcvgdf.party,||xcvgdf.party/*/1205^,xcvgdf.party/.+/1205
253-ct.c3tag.com/c3metrics-253.js,c3tag.com,||c3tag.com/*/c3metrics-253.js^,c3tag.com/.+/c3metrics-253.js
static.maxmind.com/0224082058664d8459d3/js/device.js,maxmind.com,||maxmind.com/*/device.js^,maxmind.com/.+/device.js
ad.bitmedia.io/js/adbybm.js/59f449287dc4c2001c4fe775,bitmedia.io,||bitmedia.io/*/59f449287dc4c2001c4fe775^,bitmedia.io/.+/59f449287dc4c2001c4fe775
static.opolen.com.br/polen-vtex-pollinator.min.js,opolen.com.br,||opolen.com.br/*/polen-vtex-pollinator.min.js^,opolen.com.br/.+/polen-vtex-pollinator.min.js
yummy.consumable.com/2255/cnsmbl-audio-300x250-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
yummy.consumable.com/2785/cnsmbl-audio-300x250-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
yummy.consumable.com/3925/cnsmbl-audio-responsive/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
ad.bitmedia.io/js/adbybm.js/591b2cc3b788be0020add3c9,bitmedia.io,||bitmedia.io/*/591b2cc3b788be0020add3c9^,bitmedia.io/.+/591b2cc3b788be0020add3c9
yummy.consumable.com/3289/cnsmbl-audio-728x90-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
ad.bitmedia.io/js/adbybm.js/585d35b2d4b89e0007fd6426,bitmedia.io,||bitmedia.io/*/585d35b2d4b89e0007fd6426^,bitmedia.io/.+/585d35b2d4b89e0007fd6426
cdn.avmws.com/1012057/,avmws.com,||avmws.com/*/^,avmws.com/.+/
prod-js.aws.y-track.com/YT-000092-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
cdn.selectablemedia.com/tg/p/xshWdqAj/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
ad.bitmedia.io/js/adbybm.js/5be42676c091b40010c270d5,bitmedia.io,||bitmedia.io/*/5be42676c091b40010c270d5^,bitmedia.io/.+/5be42676c091b40010c270d5
ad.bitmedia.io/js/adbybm.js/5c3ef0b46bc96eb1ede7f155,bitmedia.io,||bitmedia.io/*/5c3ef0b46bc96eb1ede7f155^,bitmedia.io/.+/5c3ef0b46bc96eb1ede7f155
ad.bitmedia.io/js/adbybm.js/5a99a5d37fcae8000f625474,bitmedia.io,||bitmedia.io/*/5a99a5d37fcae8000f625474^,bitmedia.io/.+/5a99a5d37fcae8000f625474
click.appcast.io/pixels/generic3-4198.js,appcast.io,||appcast.io/*/generic3-4198.js^,appcast.io/.+/generic3-4198.js
593-ct.c3tag.com/c3metrics-593.js,c3tag.com,||c3tag.com/*/c3metrics-593.js^,c3tag.com/.+/c3metrics-593.js
ad.bitmedia.io/js/adbybm.js/556831f5d8345fdb6e26da31,bitmedia.io,||bitmedia.io/*/556831f5d8345fdb6e26da31^,bitmedia.io/.+/556831f5d8345fdb6e26da31
provers.pro/clDY9L6Wb/2/5SlESWWwQm9LMTzCA/2WNuD/ge1RMKyp0/zGM/D/Ym0IO/TQIX0/,provers.pro,||provers.pro/*/^,provers.pro/.+/
yummy.consumable.com/3027/cnsmbl-audio-300x600/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
client.perimeterx.net/PX6ZE6vYBH/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
shoporielder.pro/cLDM9c6hbj2s5KljSkWjQn9zMIzaUQ3FORTXcvwPOHCF0vz/NlTIcZ5/NOz/E.1/,shoporielder.pro,||shoporielder.pro/*/^,shoporielder.pro/.+/
ad.bitmedia.io/js/adbybm.js/5b87d8ae41293f0010ba79fe,bitmedia.io,||bitmedia.io/*/5b87d8ae41293f0010ba79fe^,bitmedia.io/.+/5b87d8ae41293f0010ba79fe
ad.bitmedia.io/js/adbybm.js/5a9818a37fcae8000f61f5b4,bitmedia.io,||bitmedia.io/*/5a9818a37fcae8000f61f5b4^,bitmedia.io/.+/5a9818a37fcae8000f61f5b4
cdn.selectablemedia.com/tg/p/lZFhoFLn/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
yummy.consumable.com/3148/cnsmbl-audio-728x90-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
yummy.consumable.com/4884/cnsmbl-container-728x90-ads/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
prod-js.aws.y-track.com/YT-000094-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
cdn.avmws.com/1011771/,avmws.com,||avmws.com/*/^,avmws.com/.+/
client.perimeterx.net/PX3c3eZ9Ug/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
