script_url_stemmed,script_url_domain,filter,regex
assets.pixlee.com/assets/pixlee_widget_1_0_0.js,pixlee.com,||pixlee.com/*/pixlee_widget_1_0_0.js^,pixlee.com/.+/pixlee_widget_1_0_0.js
www.boostbox.com.br/api/analytics/tag,boostbox.com.br,||boostbox.com.br/*/tag^,boostbox.com.br/.+/tag
a.breaktime.com.tw/js/au.js,breaktime.com.tw,||breaktime.com.tw/*/au.js^,breaktime.com.tw/.+/au.js
supplier.clickyab.com/api/multi.js,clickyab.com,||clickyab.com/*/multi.js^,clickyab.com/.+/multi.js
device.maxmind.com/js/device.js,maxmind.com,||maxmind.com/*/device.js^,maxmind.com/.+/device.js
common.ecsanalytics.com/js/vendor/fp.min.js,ecsanalytics.com,||ecsanalytics.com/*/fp.min.js^,ecsanalytics.com/.+/fp.min.js
a.adnium.com/imvideo/1921701,adnium.com,||adnium.com/*/1921701^,adnium.com/.+/1921701
instafeed.assets.pixlee.com/assets/pixlee_widget_1_0_0.js,pixlee.com,||pixlee.com/*/pixlee_widget_1_0_0.js^,pixlee.com/.+/pixlee_widget_1_0_0.js
plugin.socital.com/static/v1/socital.js,socital.com,||socital.com/*/socital.js^,socital.com/.+/socital.js
ad.bitmedia.io/js/adbybm.js/5be4ce375a351c16d91fc251,bitmedia.io,||bitmedia.io/*/5be4ce375a351c16d91fc251^,bitmedia.io/.+/5be4ce375a351c16d91fc251
ad.bitmedia.io/js/adbybm.js/5a596516c4576d001cbce1e3,bitmedia.io,||bitmedia.io/*/5a596516c4576d001cbce1e3^,bitmedia.io/.+/5a596516c4576d001cbce1e3
cdn.avmws.com/1016701/,avmws.com,||avmws.com/*/^,avmws.com/.+/
h.online-metrix.net/fp/check.js,online-metrix.net,||online-metrix.net/*/check.js^,online-metrix.net/.+/check.js
io.clickguard.com/s/cHJvdGVjdG9y/PW6E3JNr,clickguard.com,||clickguard.com/*/PW6E3JNr^,clickguard.com/.+/PW6E3JNr
js.affasi.com/affasi_js.min.js,affasi.com,||affasi.com/*/affasi_js.min.js^,affasi.com/.+/affasi_js.min.js
cdn.selectablemedia.com/tg/p/LdNlwIfb/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
ad.bitmedia.io/js/adbybm.js/5a9964197fcae8000f6245fa,bitmedia.io,||bitmedia.io/*/5a9964197fcae8000f6245fa^,bitmedia.io/.+/5a9964197fcae8000f6245fa
learning.adbot.tw/js/fingerprint2.min.js,adbot.tw,||adbot.tw/*/fingerprint2.min.js^,adbot.tw/.+/fingerprint2.min.js
static.brandcrumb.com/bbva.js,brandcrumb.com,||brandcrumb.com/*/bbva.js^,brandcrumb.com/.+/bbva.js
shoporielder.pro/c/Dx9/6ebS2E5jlySjWIQP9bMczxUB1YNQz_k.5aNmSy0hz/NQTEUI4EM/DeAr3w,shoporielder.pro,||shoporielder.pro/*/DeAr3w^,shoporielder.pro/.+/DeAr3w
login.sendpulse.com/apps/fc3/build/dh-libs.js,sendpulse.com,||sendpulse.com/*/dh-libs.js^,sendpulse.com/.+/dh-libs.js
hilltopads.net/p,hilltopads.net,||hilltopads.net/*/p^,hilltopads.net/.+/p
a.libertystmedia.com/static,libertystmedia.com,||libertystmedia.com/*/static^,libertystmedia.com/.+/static
ad.bitmedia.io/js/adbybm.js/5b6494070c5ad50010dd2a1e,bitmedia.io,||bitmedia.io/*/5b6494070c5ad50010dd2a1e^,bitmedia.io/.+/5b6494070c5ad50010dd2a1e
cdn.fuelx.com/js/client.min.js,fuelx.com,||fuelx.com/*/client.min.js^,fuelx.com/.+/client.min.js
provers.pro/cID/9x6/bh2/5JlKS/WVQ_9/M/jAkf3iNqT/koylN/QE=e=u,provers.pro,||provers.pro/*/QE=e=u^,provers.pro/.+/QE=e=u
client.perimeterx.net/PX0DQvu288/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
rsz.sk/delivery/sd3.php,rsz.sk,||rsz.sk/*/sd3.php^,rsz.sk/.+/sd3.php
media1.admicro.vn/core/fipmin.js,admicro.vn,||admicro.vn/*/fipmin.js^,admicro.vn/.+/fipmin.js
www.graphenedigitalanalytics.in/ccanalytics/fingerprint2.js,graphenedigitalanalytics.in,||graphenedigitalanalytics.in/*/fingerprint2.js^,graphenedigitalanalytics.in/.+/fingerprint2.js
ad.bitmedia.io/js/adbybm.js/5b6ad76e0721410010b0b212,bitmedia.io,||bitmedia.io/*/5b6ad76e0721410010b0b212^,bitmedia.io/.+/5b6ad76e0721410010b0b212
cdn.avmws.com/1016861/,avmws.com,||avmws.com/*/^,avmws.com/.+/
prod-js.aws.y-track.com/YT-000085-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
cdn.ppcprotect.com/tracking/va-monitor.js,ppcprotect.com,||ppcprotect.com/*/va-monitor.js^,ppcprotect.com/.+/va-monitor.js
cdn.avmws.com/1014803/,avmws.com,||avmws.com/*/^,avmws.com/.+/
cdn.dep-x.com/t.js,dep-x.com,||dep-x.com/*/t.js^,dep-x.com/.+/t.js
cdn.avmws.com/1013642/,avmws.com,||avmws.com/*/^,avmws.com/.+/
assets.pixlee.com/assets/pixlee_events.js,pixlee.com,||pixlee.com/*/pixlee_events.js^,pixlee.com/.+/pixlee_events.js
cdn.avmws.com/1010008/,avmws.com,||avmws.com/*/^,avmws.com/.+/
cdn.selectablemedia.com/tg/p/fnrULVjH/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
lememo.automation.webmecanik.com/mtc.js,webmecanik.com,||webmecanik.com/*/mtc.js^,webmecanik.com/.+/mtc.js
prod-js.aws.y-track.com/YT-000104-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
app.clixtell.com/scripts/latest.js,clixtell.com,||clixtell.com/*/latest.js^,clixtell.com/.+/latest.js
mapi.clearlink.com/js/cl-track.min.js,clearlink.com,||clearlink.com/*/cl-track.min.js^,clearlink.com/.+/cl-track.min.js
cdn.stat-track.com/statics/moosend-tracking.min.js,stat-track.com,||stat-track.com/*/moosend-tracking.min.js^,stat-track.com/.+/moosend-tracking.min.js
595-ct.c3tag.com/c3metrics-595.js,c3tag.com,||c3tag.com/*/c3metrics-595.js^,c3tag.com/.+/c3metrics-595.js
tracker-client.carts.guru/dist/shopify-client.min.js,carts.guru,||carts.guru/*/shopify-client.min.js^,carts.guru/.+/shopify-client.min.js
client.perimeterx.net/PXev56mY37/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
ad.bitmedia.io/js/adbybm.js/5a5964c8c4576d001cbce1c6,bitmedia.io,||bitmedia.io/*/5a5964c8c4576d001cbce1c6^,bitmedia.io/.+/5a5964c8c4576d001cbce1c6
6.xcvgdf.party/lhzbsrfkjf/js/1476/1474/1475,xcvgdf.party,||xcvgdf.party/*/1475^,xcvgdf.party/.+/1475
6.xcvgdf.party/lhzbsrfkjf/js/1322/1323,xcvgdf.party,||xcvgdf.party/*/1323^,xcvgdf.party/.+/1323
ad.bitmedia.io/js/adbybm.js/5b1ec3a2277c7a001055c490,bitmedia.io,||bitmedia.io/*/5b1ec3a2277c7a001055c490^,bitmedia.io/.+/5b1ec3a2277c7a001055c490
connect.islay.tech/analyzer/collector.min.js,islay.tech,||islay.tech/*/collector.min.js^,islay.tech/.+/collector.min.js
mathid.mathtag.com/d/i.js,mathtag.com,||mathtag.com/*/i.js^,mathtag.com/.+/i.js
client.perimeterx.net/PX81Wk13V6/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
u.openx.net/tq/pi,openx.net,||openx.net/*/pi^,openx.net/.+/pi
www.techsolutions.com.tw/analytics.js,techsolutions.com.tw,||techsolutions.com.tw/*/analytics.js^,techsolutions.com.tw/.+/analytics.js
client.perimeterx.net/PXQ1Te0GVl/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
sonar.semantiqo.com/4e3ll/check.js,semantiqo.com,||semantiqo.com/*/check.js^,semantiqo.com/.+/check.js
client.perimeterx.net/PXwEkZyxMM/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
6.xcvgdf.party/lhzbsrfkjf/js/1058/1276,xcvgdf.party,||xcvgdf.party/*/1276^,xcvgdf.party/.+/1276
client.perimeterx.net/PX0F3091f3/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
tracking.leadlander.com/lt.min.js,leadlander.com,||leadlander.com/*/lt.min.js^,leadlander.com/.+/lt.min.js
cdn.avmws.com/1015601/,avmws.com,||avmws.com/*/^,avmws.com/.+/
6.xcvgdf.party/lhzbsrfkjf/js/454/455,xcvgdf.party,||xcvgdf.party/*/455^,xcvgdf.party/.+/455
cdn.avmws.com/1016609/,avmws.com,||avmws.com/*/^,avmws.com/.+/
client.perimeterx.net/PXW3iAM8BJ/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
cdn.avmws.com/1011813/,avmws.com,||avmws.com/*/^,avmws.com/.+/
cdn.moba.mobials.com/v1/moba.min.js,mobials.com,||mobials.com/*/moba.min.js^,mobials.com/.+/moba.min.js
prod-js.aws.y-track.com/v5/profile-hub.min.js,y-track.com,||y-track.com/*/profile-hub.min.js^,y-track.com/.+/profile-hub.min.js
t.carts.guru/bundle.js,carts.guru,||carts.guru/*/bundle.js^,carts.guru/.+/bundle.js
cdn.selectablemedia.com/tg/p/bPxqAvRO/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
cdn.avmws.com/1013294/,avmws.com,||avmws.com/*/^,avmws.com/.+/
parinat.automation.webmecanik.com/mtc.js,webmecanik.com,||webmecanik.com/*/mtc.js^,webmecanik.com/.+/mtc.js
ad-specs.guoshipartners.com/static/js/isip.js,guoshipartners.com,||guoshipartners.com/*/isip.js^,guoshipartners.com/.+/isip.js
ad.bitmedia.io/js/adbybm.js/54e1aafd45200a6669f6ddc6,bitmedia.io,||bitmedia.io/*/54e1aafd45200a6669f6ddc6^,bitmedia.io/.+/54e1aafd45200a6669f6ddc6
pinpoll.com/assets/js/embed/embed-4816076243f03fdc1284cfac8bda9109.js,pinpoll.com,||pinpoll.com/*/embed-4816076243f03fdc1284cfac8bda9109.js^,pinpoll.com/.+/embed-4816076243f03fdc1284cfac8bda9109.js
pinpoll.com/assets/js/embed/embed-b0475b6eafaf4f14bea29c410665a385.js,pinpoll.com,||pinpoll.com/*/embed-b0475b6eafaf4f14bea29c410665a385.js^,pinpoll.com/.+/embed-b0475b6eafaf4f14bea29c410665a385.js
yummy.consumable.com/3297/cnsmbl-audio-728x90-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
ad.bitmedia.io/js/adbybm.js/59984631f19090002025f971,bitmedia.io,||bitmedia.io/*/59984631f19090002025f971^,bitmedia.io/.+/59984631f19090002025f971
yummy.consumable.com/5121/cnsmbl-audio-300x600/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
ad.bitmedia.io/js/adbybm.js/5a0ada46fc42f6001cb511c0,bitmedia.io,||bitmedia.io/*/5a0ada46fc42f6001cb511c0^,bitmedia.io/.+/5a0ada46fc42f6001cb511c0
client.perimeterx.net/PXk0D2v6vv/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
widget.rollick.io/01109,rollick.io,||rollick.io/*/01109^,rollick.io/.+/01109
app.viral-loops.com/client/vl/vl.min.js,viral-loops.com,||viral-loops.com/*/vl.min.js^,viral-loops.com/.+/vl.min.js
io.clickguard.com/s/cHJvdGVjdG9y/gB8YzzQ0,clickguard.com,||clickguard.com/*/gB8YzzQ0^,clickguard.com/.+/gB8YzzQ0
cdn.selectablemedia.com/tg/p/nsPuedjs/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
ad.bitmedia.io/js/adbybm.js/5bff2adbf94159078cfe72bf,bitmedia.io,||bitmedia.io/*/5bff2adbf94159078cfe72bf^,bitmedia.io/.+/5bff2adbf94159078cfe72bf
ad.bitmedia.io/js/adbybm.js/5bfcf291e633f21865159b7c,bitmedia.io,||bitmedia.io/*/5bfcf291e633f21865159b7c^,bitmedia.io/.+/5bfcf291e633f21865159b7c
ad.bitmedia.io/js/adbybm.js/57e4fdf37056922c667bec93,bitmedia.io,||bitmedia.io/*/57e4fdf37056922c667bec93^,bitmedia.io/.+/57e4fdf37056922c667bec93
cdn.avmws.com/1011681/,avmws.com,||avmws.com/*/^,avmws.com/.+/
prod-js.aws.y-track.com/YT-000043-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
cercledv.automation.webmecanik.com/mtc.js,webmecanik.com,||webmecanik.com/*/mtc.js^,webmecanik.com/.+/mtc.js
cg-tracker.carts.guru/dist/tracker.build.min.js,carts.guru,||carts.guru/*/tracker.build.min.js^,carts.guru/.+/tracker.build.min.js
yummy.consumable.com/5498/cnsmbl-audio-728x90-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
psonstrentie.info/cFDx9C6Rb/2m5jloSVWzQY9EMFjsgPwuM/jtcx5KMdCD0ly_O/DcABy/OJTnAxxz,psonstrentie.info,||psonstrentie.info/*/OJTnAxxz^,psonstrentie.info/.+/OJTnAxxz
6.xcvgdf.party/lhzbsrfkjf/js/1173,xcvgdf.party,||xcvgdf.party/*/1173^,xcvgdf.party/.+/1173
yummy.consumable.com/5434/cnsmbl-container-728x90-ads/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
track.adabra.com/sbn_fingerprint.v1.16.47.min.js,adabra.com,||adabra.com/*/sbn_fingerprint.v1.16.47.min.js^,adabra.com/.+/sbn_fingerprint.v1.16.47.min.js
214-ct.c3tag.com/c3metrics-214.js,c3tag.com,||c3tag.com/*/c3metrics-214.js^,c3tag.com/.+/c3metrics-214.js
static.opolen.com.br/polen-lojaintegrada-pollinator.min.js,opolen.com.br,||opolen.com.br/*/polen-lojaintegrada-pollinator.min.js^,opolen.com.br/.+/polen-lojaintegrada-pollinator.min.js
yummy.consumable.com/3562/cnsmbl-audio-300x600/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
assets.verticalhealth.net/fingerprint2.min.js,verticalhealth.net,||verticalhealth.net/*/fingerprint2.min.js^,verticalhealth.net/.+/fingerprint2.min.js
ad.bitmedia.io/js/adbybm.js/5a0ad9dffc42f6001cb51180,bitmedia.io,||bitmedia.io/*/5a0ad9dffc42f6001cb51180^,bitmedia.io/.+/5a0ad9dffc42f6001cb51180
shoporielder.pro/p,shoporielder.pro,||shoporielder.pro/*/p^,shoporielder.pro/.+/p
ad.bitmedia.io/js/adbybm.js/5bff2b02f9415990cdfe72c8,bitmedia.io,||bitmedia.io/*/5bff2b02f9415990cdfe72c8^,bitmedia.io/.+/5bff2b02f9415990cdfe72c8
prometheusintelligencetechnology.com/pit/fp,prometheusintelligencetechnology.com,||prometheusintelligencetechnology.com/*/fp^,prometheusintelligencetechnology.com/.+/fp
prod-js.aws.y-track.com/YT-000064-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
pinpoll.com/assets/js/embed/embed-272e66c16fbc79ccb10adc970a80b315.js,pinpoll.com,||pinpoll.com/*/embed-272e66c16fbc79ccb10adc970a80b315.js^,pinpoll.com/.+/embed-272e66c16fbc79ccb10adc970a80b315.js
cdn.avmws.com/1012825/,avmws.com,||avmws.com/*/^,avmws.com/.+/
ad.bitmedia.io/js/adbybm.js/5c29d9151cea37070ac280df,bitmedia.io,||bitmedia.io/*/5c29d9151cea37070ac280df^,bitmedia.io/.+/5c29d9151cea37070ac280df
6.xcvgdf.party/lhzbsrfkjf/js/438/439,xcvgdf.party,||xcvgdf.party/*/439^,xcvgdf.party/.+/439
client.perimeterx.net/PXZHh9f9x0/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
yummy.consumable.com/3559/cnsmbl-audio-300x600/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
cdn.avmws.com/1013470/,avmws.com,||avmws.com/*/^,avmws.com/.+/
laprensa.friends2follow.com/sites/all/modules/friends2follow/dist/friends2follow_socialstack.min.js,friends2follow.com,||friends2follow.com/*/friends2follow_socialstack.min.js^,friends2follow.com/.+/friends2follow_socialstack.min.js
bgclck.me/lhzbsrfkjf/js/1675/1674,bgclck.me,||bgclck.me/*/1674^,bgclck.me/.+/1674
694-ct.c3tag.com/c3metrics-694.js,c3tag.com,||c3tag.com/*/c3metrics-694.js^,c3tag.com/.+/c3metrics-694.js
bgclck.me/lhzbsrfkjf/js/1778,bgclck.me,||bgclck.me/*/1778^,bgclck.me/.+/1778
cdn.avmws.com/1013646/,avmws.com,||avmws.com/*/^,avmws.com/.+/
reedexpo.automation.webmecanik.com/mtc.js,webmecanik.com,||webmecanik.com/*/mtc.js^,webmecanik.com/.+/mtc.js
app.viral-loops.com/popup_assets/js/vl_load.min.js,viral-loops.com,||viral-loops.com/*/vl_load.min.js^,viral-loops.com/.+/vl_load.min.js
client.perimeterx.net/PXzYvFOXaC/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
6.xcvgdf.party/lhzbsrfkjf/js/1258,xcvgdf.party,||xcvgdf.party/*/1258^,xcvgdf.party/.+/1258
client.perimeterx.net/PXP0j9leFM/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
cdn.avmws.com/1012139/,avmws.com,||avmws.com/*/^,avmws.com/.+/
client.perimeterx.net/PX3t7fwqG6/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
ad.bitmedia.io/js/adbybm.js/59a3e73d256cda0021718231,bitmedia.io,||bitmedia.io/*/59a3e73d256cda0021718231^,bitmedia.io/.+/59a3e73d256cda0021718231
shoporielder.pro/cXDY9e6wb-2K5ylWSBWCQQ9KMUzHUoxNM-TTc_zPM/yZ0LzdNsTkEixcOTDAQGxa,shoporielder.pro,||shoporielder.pro/*/yZ0LzdNsTkEixcOTDAQGxa^,shoporielder.pro/.+/yZ0LzdNsTkEixcOTDAQGxa
sweeterge.info/ckDg9_6.br2w5SlFScWXQp9WMszIkD2wOrTjgawGM/ih0yzeOYT-YI5WOMDKgw5k,sweeterge.info,||sweeterge.info/*/ih0yzeOYT-YI5WOMDKgw5k^,sweeterge.info/.+/ih0yzeOYT-YI5WOMDKgw5k
126-ct.c3tag.com/c3metrics-126.js,c3tag.com,||c3tag.com/*/c3metrics-126.js^,c3tag.com/.+/c3metrics-126.js
ad.bitmedia.io/js/adbybm.js/583276a41e87c40008f3e881,bitmedia.io,||bitmedia.io/*/583276a41e87c40008f3e881^,bitmedia.io/.+/583276a41e87c40008f3e881
www.boostbox.com.br/scripts/send_data.js,boostbox.com.br,||boostbox.com.br/*/send_data.js^,boostbox.com.br/.+/send_data.js
io.clickguard.com/s/cHJvdGVjdG9y/7BYcL6nD,clickguard.com,||clickguard.com/*/7BYcL6nD^,clickguard.com/.+/7BYcL6nD
io.clickguard.com/s/cHJvdGVjdG9y/QRrJUpKY,clickguard.com,||clickguard.com/*/QRrJUpKY^,clickguard.com/.+/QRrJUpKY
shoporielder.pro/c/DD9H6Ebd2l5pl/SSWbQD9SM/zYYQwhMyjBAW1wNRCY0DzINrjXATyRM/T_gn3K,shoporielder.pro,||shoporielder.pro/*/T_gn3K^,shoporielder.pro/.+/T_gn3K
6.xcvgdf.party/lhzbsrfkjf/js/1743,xcvgdf.party,||xcvgdf.party/*/1743^,xcvgdf.party/.+/1743
amonsul.betssonpalantir.com/amonsul-receiver.js,betssonpalantir.com,||betssonpalantir.com/*/amonsul-receiver.js^,betssonpalantir.com/.+/amonsul-receiver.js
prod-js.aws.y-track.com/YT-000054-1/v5/tracker.min.js,y-track.com,||y-track.com/*/tracker.min.js^,y-track.com/.+/tracker.min.js
client.perimeterx.net/PXp6KJReLE/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
cdn.avmws.com/1013733/,avmws.com,||avmws.com/*/^,avmws.com/.+/
a.adnium.com/popunder,adnium.com,||adnium.com/*/popunder^,adnium.com/.+/popunder
yummy.consumable.com/3152/cnsmbl-audio-728x90-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
yummy.consumable.com/5120/cnsmbl-audio-300x250-slider/widget/iframe.js,consumable.com,||consumable.com/*/iframe.js^,consumable.com/.+/iframe.js
ad.bitmedia.io/js/adbybm.js/5ac0079e2e08e60010dfd6f7,bitmedia.io,||bitmedia.io/*/5ac0079e2e08e60010dfd6f7^,bitmedia.io/.+/5ac0079e2e08e60010dfd6f7
6.xcvgdf.party/lhzbsrfkjf/js/1444/1441/1442,xcvgdf.party,||xcvgdf.party/*/1442^,xcvgdf.party/.+/1442
6.xcvgdf.party/lhzbsrfkjf/js/1831,xcvgdf.party,||xcvgdf.party/*/1831^,xcvgdf.party/.+/1831
io.clickguard.com/s/cHJvdGVjdG9y/KsNIeBlt,clickguard.com,||clickguard.com/*/KsNIeBlt^,clickguard.com/.+/KsNIeBlt
cdn.pulpix.com/static/pulpix.js,pulpix.com,||pulpix.com/*/pulpix.js^,pulpix.com/.+/pulpix.js
cdn.selectablemedia.com/tg/p/ViCOwHAc/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
cdn.selectablemedia.com/tg/p/tlXUypEe/js/sm_uber.js,selectablemedia.com,||selectablemedia.com/*/sm_uber.js^,selectablemedia.com/.+/sm_uber.js
adgainersolutions.com/adgainer/tracking/fp.min.js,adgainersolutions.com,||adgainersolutions.com/*/fp.min.js^,adgainersolutions.com/.+/fp.min.js
793-ct.c3tag.com/c3metrics-793.js,c3tag.com,||c3tag.com/*/c3metrics-793.js^,c3tag.com/.+/c3metrics-793.js
pinpoll.com/assets/js/embed/embed-eee72dc716974f531810ebc56ed39619.js,pinpoll.com,||pinpoll.com/*/embed-eee72dc716974f531810ebc56ed39619.js^,pinpoll.com/.+/embed-eee72dc716974f531810ebc56ed39619.js
client.perimeterx.net/PXM636Svr4/main.min.js,perimeterx.net,||perimeterx.net/*/main.min.js^,perimeterx.net/.+/main.min.js
cdn.avmws.com/1016233/,avmws.com,||avmws.com/*/^,avmws.com/.+/
stats.lptracker.io/lpt_widget/out/main.min.js,lptracker.io,||lptracker.io/*/main.min.js^,lptracker.io/.+/main.min.js
wrethicap.info/p,wrethicap.info,||wrethicap.info/*/p^,wrethicap.info/.+/p
